BinBase name,F_SAC_7_007,F_SAC_8_008,F_SAC_9_009,normF_SAC_7_007,normF_SAC_8_008,normF_SAC_9_009
351749,539,402,295,5.3223625123909095e-6,3.8745080386789245e-6,2.8425504009720865e-6
350283,1531,1053,1252,1.5117879418312583e-5,1.0148897922211213e-5,1.2063976617006959e-5
348913,5055,9090,10597,4.991566326555853e-5,8.761014445669508e-5,1.0211019186136001e-4
347748,139,166,151,1.3725573083902346e-6,1.5999212299022425e-6,1.4550003747348647e-6
347663,266,9767,314,2.6266204606604486e-6,9.413512441238074e-5,3.025629918322831e-6
347660,405,372,357,3.999177769050683e-6,3.585365647732736e-6,3.4399677733797795e-6
346561,2847,1860,2060,2.8112738539474803e-5,1.7926828238663682e-5,1.984967398644915e-5
346225,36786,2745,2821,3.6324383558592203e-4,2.645652877157624e-5,2.718249044455002e-5
345140,31151,26210,29882,3.076009547745625e-4,2.526140688899866e-4,2.8793590197236573e-4
342554,35708,27385,28723,3.5259911056114026e-4,2.63938812535379e-4,2.7676805141397035e-4
341252,1236,1198,1325,1.2204898080362085e-5,1.1546419478451123e-5,1.276738739419666e-5
334782,2657,2437,2772,2.6236581067574483e-5,2.3488000224528705e-5,2.6710338005066522e-5
330511,3420,2863,3405,3.377083449420577e-5,2.759382217596458e-5,3.280977666206764e-5
330432,6507,958,876,6.425345615608098e-5,9.233280350881617e-6,8.440929326276434e-6
330287,11364,10524,12744,1.1221396584565917e-4,1.0143115074392289e-4,1.2279817732199414e-4
330286,7262,7933,4859,7.170871347863225e-5,7.645888624587042e-5,4.682017762143515e-5
329366,12672,10425,13032,1.2512982886274138e-4,1.0047698085380048e-4,1.2557327737446858e-4
329362,909,901,1021,8.975932326091533e-6,8.683909808083858e-6,9.838115116584747e-6
329361,79016,75375,82410,7.802445199982933e-4,0.00072647025725229835,7.940833170986769e-4
327365,13585,12470,13428,1.3414525924087292e-4,1.2018685383663232e-4,1.2938903994662095e-4
324872,3177,810,1179,3.137132783277536e-5,7.806844555547087e-6,1.1360565839817255e-5
324726,462594,308547,358533,0.00456789047134872,0.002973800576642453,0.0034547393997007634
324718,28099,23754,24762,2.774639410680374e-4,2.2894294515119198e-4,2.3860078992837564e-4
320865,6207,6596,7352,6.129110225308047e-5,6.357277368936863e-5,7.084213745066706e-5
318789,5721,5465,5292,5.649208893021965e-5,5.267210555069732e-5,5.0992463464217907e-5
253506,4875,3204,3193,4.8138250923758224e-5,3.088040735305292e-5,3.076699467899618e-5
250808,3617,3631,1867,3.57161135571761e-5,3.4995867384187004e-5,1.7989971520728425e-5
250761,8167,7032,7854,8.064514775268377e-5,6.777497643778656e-5,7.567929101435514e-5
232333,1621,1391,1645,1.6006585589212736e-5,1.3406568860204935e-5,1.5850831896946043e-5
232329,911,1202,1377,8.995681352111538e-6,1.1584971797243948e-5,1.3268447125893435e-5
232320,6383,5886,7271,6.302901654284077e-5,5.6729737103642167e-5,7.006164056090862e-5
230854,13974,17338,18314,1.3798644480176358e-4,1.6710502580750047e-4,1.7646938319797558e-4
228439,1142,1220,1356,1.1276693857421926e-5,1.1758457231811662e-5,1.3066096080400507e-5
228300,4057,4322,8703,4.0060899281576844e-5,4.1655780455647544e-5,8.38600547107121e-5
228290,4815,4423,5015,4.754578014315812e-5,4.262922650516638e-5,4.8323356816525475e-5
227260,1090,1016,886,1.0763219180901839e-5,9.792288973377581e-6,8.537286966987352e-6
223095,5341,4192,4940,5.273977398641901e-5,4.040283009488073e-5,4.760067451119359e-5
217691,30260,35043,34451,2.9880276368265106e-4,3.377472268642427e-4,3.3196170801318424e-4
214730,1080,962,947,1.0664474050801822e-5,9.271832669674442e-6,9.125068575323952e-6
213020,6789,7259,6420,6.703806882490146e-5,6.996282052927939e-5,6.186160533640948e-5
213019,498,363,514,4.91750747898084e-6,3.49862293044888e-6,4.9527827325411955e-6
210804,20055,16786,17121,1.9803335841558383e-4,1.617848058140906e-4,1.6497391666116305e-4
210803,4557,4197,3284,4.499815578657769e-5,4.045102049337176e-5,3.164384920946553e-5
210797,2165,2025,2354,2.1378320666653652e-5,1.9517111388867717e-5,2.2682588623350142e-5
210790,10994,19222,12331,1.0856039603195855e-4,1.8526316795892112e-4,1.1881860676063322e-4
210694,5036821,4687953,4957166,0.049736154493549706,0.04518286463544523,0.04776608203723795
210345,5435,5105,5477,5.366797820935917e-5,4.920239685934306e-5,5.277507981736989e-5
210305,8669,11362,2816,8.560215328370463e-5,1.0950786153101975e-4,2.7134311624194563e-5
210297,20678,19332,23116,2.041851800208149e-4,1.8632335672572381e-4,2.227403222673585e-4
210289,3400,3358,2686,3.357334423400573e-5,3.236467162657669e-5,2.5881662294952626e-5
210283,19254,17143,18356,1.9012387349457249e-4,1.6522560026635026e-4,1.7687408528896143e-4
210272,16712,16249,18309,1.650228614231482e-4,1.5660915701615384e-4,1.7642120437762012e-4
210267,616,337,405,6.082700014161039e-6,3.2480328582955163e-6,3.9024844487921865e-6
210261,1255,1061,1206,1.2392513827552117e-5,1.0226002559796864e-5,1.1620731469736734e-5
209679,23870,27400,29421,2.3570462554874027e-4,2.640833837308521e-4,2.834938147355924e-4
208616,23209,30502,34936,2.2917757244912915e-4,2.9398070695468793e-4,3.366350535876638e-4
208244,2367,1836,2652,2.3372972294673992e-5,1.769551432590673e-5,2.5554046316535506e-5
205795,867,6326,5286,8.561202779671462e-6,6.097049217085293e-5,5.093464887979136e-5
204855,18038,2281,5113,1.7811646567441044e-4,2.1984459791608526e-5,4.9267661695492474e-5
204582,7112,6430,7021,7.0227536527132e-5,6.197285245946639e-5,6.765269954313567e-5
203815,5265,5299,5697,5.198931099765888e-5,5.107218432079508e-5,5.4894947913010096e-5
196521,3647,3034,3506,3.601234894747615e-5,2.9241933804357854e-5,3.378298883324792e-5
196436,481,624,651,4.749640757810811e-6,6.014161731680719e-6,6.2728824102807745e-6
196278,626,749,927,6.181445144261056e-6,7.218921693956504e-6,8.932353293902117e-6
190001,182,209,180,1.797161367820307e-6,2.0143586569251125e-6,1.7344375327965274e-6
189936,20710,28493,33377,2.0450116443713494e-4,2.7461780484099155e-4,3.2161289740083163e-4
189286,1647,2137,1636,1.6263322927472777e-5,2.059657631506682e-5,1.5764110020306217e-5
188945,357,1487,1842,3.525201144570602e-6,1.4331824511232739e-5,1.774907741895113e-5
187301,6582,8956,9401,6.49940446318311e-5,8.631864177713545e-5,9.05858180323342e-5
187055,1763,1613,688,1.7408766436632974e-5,1.554622255320673e-5,6.629405680911172e-6
171968,16905,14807,15665,1.669286424340785e-4,1.427110460913404e-4,1.5094424417365335e-4
171596,131,118,58,1.293561204310221e-6,1.137293404388341e-6,5.588743161233255e-7
171564,1483041,1254077,1429445,0.014644307648865911,0.012086894073687437,0.013773794772601846
171297,125491,123903,118650,0.0012391625121381217,0.0011941869888468528,0.0011432834070350443
170725,13258,11711,13681,1.3091629348660236e-4,1.1287155134569375e-4,1.318268882566072e-4
168874,17292,19318,20171,1.7075007896894917e-4,1.8618842360994893e-4,1.943629970779931e-4
168871,392,302,398,3.870809099920662e-6,2.9107000688582965e-6,3.835034100294544e-6
168860,3573,2023,2974,3.5281634984736026e-5,1.9497835229471306e-5,2.865676234742707e-5
168835,1352,1331,1395,1.335034158952228e-5,1.2828284078312558e-5,1.3441890879173087e-5
168800,14085,10310,14711,1.3908251574587375e-4,9.936860168850675e-5,1.4175172524983175e-4
168759,8448,5468,10629,8.341988590849425e-5,5.270101978979194e-5,1.0241853631163495e-4
167348,457714,447773,352227,0.004519702847859912,0.004315671860704921,0.0033939762714684583
163872,11899,10793,11441,1.1749683030601008e-4,1.0402379418274038e-4,1.102427767373615e-4
161846,110140,105842,137476,0.0010875788629215858,0.0010201136314175491,0.001324686301437419
160822,8615,6352,2984,8.506892958116453e-5,6.122108224300628e-5,2.875311998813799e-5
160463,3417738,642105,817707,0.033748498345777145,0.006188659164616744,0.007879231731280278
146868,251,301,287,2.4785027655104236e-6,2.90106198916009e-6,2.765464288403352e-6
146430,31294,25394,27509,3.090130101349928e-4,2.447493958562503e-4,2.6507023383166487e-4
146262,763,659,689,7.534253426631287e-6,6.351494521117938e-6,6.639041444982264e-6
138111,3213,3288,3064,3.172681030113542e-5,3.169000604770225e-5,2.9523981113825333e-5
136141,29520,30024,33862,2.914956240552498e-4,2.8937370485894535e-4,3.2628624297531116e-4
135888,21279,10351,15943,2.101197623398259e-4,9.976376295613321e-5,1.5362298658541686e-4
135773,1720,1905,2150,1.6984162377202903e-5,1.8360541825082963e-5,2.0716892752847413e-5
135765,1332,994,1433,1.3152851329322248e-5,9.580251220017043e-6,1.3808049913874577e-5
135618,5786,12745,13475,5.713393227586976e-5,1.2283732575363903e-4,1.2984192085796226e-4
135617,5470,6892,5039,5.4013586164709225e-5,6.642564528003768e-5,4.855461515423168e-5
135613,3911,4305,4264,3.86192203821166e-5,4.1491933100778034e-5,4.108689799913552e-5
135609,423808,733020,670551,0.004184897609742795,0.007064905180379167,0.006461271233634691
135193,1299,1180,1130,1.2826992399992191e-5,1.137293404388341e-5,1.0888413400333756e-5
135163,1215,495,538,1.199753330715205e-5,4.770849450612109e-6,5.184041070247399e-6
135128,1673,2134,4053,1.652006026573282e-5,2.0567662075972203e-5,3.905375178013515e-5
134941,5022,5408,6473,4.958980433622847e-5,5.212273500789956e-5,6.237230083217734e-5
134750,1751,1626,1555,1.7290272280512954e-5,1.567151758928341e-5,1.498361313054778e-5
134464,10739,9115,10877,1.0604239521440811e-4,8.785109644915024e-5,1.0480820580126572e-4
134365,4088,1596,2164,4.0367009184886895e-5,1.5382375198337222e-5,2.0851793449842698e-5
134132,1283,1219,3277,1.2669000191832165e-5,1.1748819152113455e-5,3.157639886096789e-5
133780,576,1189,1645,5.687719493760972e-6,1.1459676761167267e-5,1.5850831896946043e-5
133675,3070,3099,3267,3.031475494070518e-5,2.9868408984741262e-5,3.1480041220256975e-5
133610,1249,1620,2092,1.2333266749492107e-5,1.5613689111094174e-5,2.0158018436724087e-5
133584,11306,20121,2620,1.1164124409107907e-4,1.9392780160760857e-4,2.5245701866260565e-5
133018,7284,7924,9206,7.192595276485228e-5,7.637214352858656e-5,8.870684403847129e-5
133012,636,1363,1072,6.280190274361073e-6,1.313670262865516e-5,1.032953908421043e-5
133010,18930,20812,23348,1.8692453127933193e-4,2.005877146790691e-4,2.249758195318518e-4
132978,8527,7676,8043,8.419997243628438e-5,7.39818997634314e-5,7.75004504237915e-5
131663,15790,11909,11727,1.5591856042792665e-4,1.1477989112593859e-4,1.1299860526169377e-4
131662,3753,3590,9470,3.705904732653633e-5,3.460070611656055e-5,9.125068575323953e-5
131597,922,774,810,9.104300995221555e-6,7.4598736864116605e-6,7.804968897584373e-6
131464,35549,31211,34900,3.5102906299254997e-4,3.008141054607162e-4,3.362881660811045e-4
131450,48935,48304,63476,4.8320929414443257e-4,4.6555780174215613e-4,6.116397601766243e-4
131202,1818,1350,1409,1.7951864652183065e-5,1.3011407592578478e-5,1.3576791576168374e-5
131168,8587,7202,8800,8.479244321688448e-5,6.941344998648162e-5,8.479472382560801e-5
131166,8330,5874,8010,8.225469337331405e-5,5.661408014726369e-5,7.718247020944547e-5
130638,842,3379,3277,8.31433995442142e-6,3.256707130023902e-5,3.157639886096789e-5
130597,12725,12143,15351,1.2565317805227148e-4,1.1703520177531886e-4,1.4791861425533052e-4
130558,3976,4226,2823,3.9261063727766705e-5,4.073052480461974e-5,2.7201761972692207e-5
128297,3654,3071,3334,3.6081470538546165e-5,2.9598542753191488e-5,3.212563741302013e-5
128051,8202,9364,10551,8.099075570803384e-5,9.025097829400361e-5,1.0166694671408978e-4
128047,6659,6247,7077,6.575438213360123e-5,6.020908387469463e-5,6.819230233111681e-5
127640,101316,85668,99459,0.001000446160121331,8.256750115859356e-4,9.583634587467212e-4
127380,5036821,4687953,4957166,0.049736154493549706,0.04518286463544523,0.04776608203723795
127358,4621,766,4964,4.563012461921779e-5,7.382769048826011e-6,4.7831932848899794e-5
127344,1072,1689,1270,1.0585477946721808e-5,1.6278716610270407e-5,1.2237420370286611e-5
127277,1104179,64894,60068,0.010903229900870653,6.254535439353983e-4,5.788010762223434e-4
126690,519,765,710,5.124872252190876e-6,7.373130969127804e-6,6.841392490475192e-6
126585,24928,23581,25364,2.4615186031332206e-4,2.272755573634023e-4,2.444015198991729e-4
126582,1584,1049,1502,1.5641228607842673e-5,1.0110345603418388e-5,1.4472917634779913e-5
125960,20708,8353,9358,2.0448141541111494e-4,8.050687971911706e-5,9.017148017727724e-5
125884,615,605,809,6.072825501151038e-6,5.8310382174147994e-6,7.795333133513282e-6
125816,3474,2155,3249,3.430405819674586e-5,2.0770061749634532e-5,3.130659746697732e-5
125811,47977,15736,21775,4.7374951068085094e-4,1.5166482213097403e-4,2.0981876264802437e-4
125810,392,645,358,3.870809099920662e-6,6.2165614053430504e-6,3.4496035374508714e-6
125802,4706,4315,3121,4.646945822506794e-5,4.1588313897760096e-005,3.0073219665877568e-5
125785,2224,1776,2015,2.1960916934243753e-5,1.7117229544014353e-5,1.9416064603250014e-5
125241,365,262,490,3.6041972486506157e-6,2.5251768809300455e-6,4.721524394834991e-6
125070,1707,1245,1756,1.685579370807288e-5,1.1999409224266818e-5,1.6920401708837236e-5
124960,22093,13799,20909,2.1815761592996726e-4,1.3299586175554847e-4,2.0147419096245886e-4
124615,42341,15804,9393,4.1809675535648143e-4,1.5232021155045205e-4,9.050873191976546e-5
124607,507,587,887,5.006378096070855e-6,5.657552782847086e-6,8.546922731058444e-6
124605,1705,1835,3991,1.6836044682052877e-5,1.7685876246208524e-5,3.8456334407727454e-5
124602,551,295,248,5.440856668510929e-6,2.8432335109708526e-6,2.3896694896307714e-6
124356,1027,430,457,1.0141124861271733e-5,4.1443742702287e-6,4.403544180488962e-6
123962,34476,15651,20028,3.4043371053281814e-4,1.508455853566265e-4,1.9298508281582696e-4
121482,347,213,336,3.4264560144705853e-6,2.0529109757179375e-6,3.2376167278868515e-6
120954,5738,5867,6484,5.665995565138968e-5,5.6546613589376245e-5,6.247829423695936e-5
120744,9847,5374,3808,9.723432960948661e-5,5.179504029816055e-5,3.669298958271765e-5
120466,3167817,642105,877681,0.03128065017980451,0.006188659164616744,0.008457127045679939
119025,2164,2173,1535,2.136844615364365e-5,2.0943547184202248e-5,1.4790897849125943e-5
118964,797,667,1041,7.869986868971344e-6,6.428599158703589e-6,1.0030830398006583e-5
117982,196850,155211,169231,0.001943797886018832,0.001495935988038295,0.0016306699895149398
113563,241,271,293,2.3797576354104063e-6,2.6119195982139017e-6,2.823278872829903e-6
111826,1514,3232,2305,1.4950012697142555e-5,3.11502735846027e-5,2.2210436183866643e-5
111821,40341,30381,40137,3.9834772933647805e-4,2.92814499311205e-4,3.8675066252141235e-4
111776,1696,1577,1667,1.674717406496286e-5,1.5199251684071304e-5,1.6062818706510063e-5
111399,47311,70050,50938,4.671730850161898e-4,6.751474828593499e-4,4.908265502532751e-4
110889,16365,14399,14409,1.6159640540867762e-4,1.3877870957447222e-4,1.3884172450036203e-4
110873,14368,15537,16957,1.4187700292770425e-4,1.4974684427103096e-4,1.6339365135350397e-4
110842,11750,16006,14293,1.1602552786751982e-4,1.542671036494897e-4,1.3772397586811537e-4
110801,10640,18396,22799,1.0506481842641795e-4,1.7730211412820274e-4,2.196857850568224e-4
110604,167666,788488,39545,0.0016556200983349428,0.007599510185079273,3.81046290191326e-4
110368,3070,2561,3267,3.031475494070518e-5,2.4683122107106284e-5,3.1480041220256975e-5
110134,4298,3731,5842,4.244065691698725e-5,3.5959675354007634e-5,5.629213370331841e-5
110022,312,977,1434,3.080848059120526e-6,9.416403865147536e-6,1.381768567794567e-5
109990,12057,17426,17866,1.1905700336159034e-4,1.6795317682094264e-4,1.7215256089412643e-4
109714,10640,18396,22799,1.0506481842641795e-4,1.7730211412820274e-4,2.196857850568224e-4
109532,296,329,360,2.9228558509604995e-6,3.170928220709866e-6,3.468875065593055e-6
109395,10321,18396,21788,1.0191484877622742e-4,1.7730211412820274e-4,2.0994402758094856e-4
108950,3464,2651,3503,3.4205313066645845e-5,2.555054927994485e-5,3.375408154103464e-5
108834,2698,4094,4719,2.6641436100984553e-5,3.945829828445651e-5,4.54711706514823e-5
108829,11061,9955,12365,1.0922198840362865e-4,9.594708339564352e-5,1.1914622273905035e-4
108825,37193,3443,72758,3.6726276238099274e-4,3.318390840092422e-5,7.010789222844986e-4
108314,4540308,4474464,4317404,0.04483333041541474,0.043125240638754864,0.0416014863435881
107237,32793,10753,11146,3.2381490513698534e-4,1.0363827099481213e-4,1.0740022633638942e-4
106482,1925,1633,2731,1.9008437544253248e-5,1.5738984147170856e-5,2.6315271678151758e-5
106387,4578,4870,1618,4.5205520559787725e-5,4.693744813026459e-5,1.5590666267026564e-5
106385,4357,3635,3653,4.302325318457735e-5,3.5034419702979826e-5,3.519944615169842e-5
106384,18232,19329,18913,1.8003212119835075e-4,1.862944424866292e-4,1.8224120587655957e-4
105630,106141,105801,93053,0.001048090685394589,0.0010197184701499227,8.966367541073071e-4
105516,286,273,311,2.8241107208604823e-6,2.6311957576103144e-6,2.996722626109556e-6
105081,5986,5539,5761,5.9108834877870095e-5,5.3385323448364586e-005,5.551163681355997e-5
104922,11888,12881,14211,1.1738821066290006e-4,1.241481045925951e-4,1.3693384321428586e-4
104366,4054,3148,4028,4.003127574254684e-5,3.034067488995337e-5,3.881285767835785e-5
104365,11836,811,13911,1.1687473598637996e-4,7.816482635245293e-6,1.340431139929583e-4
104288,376,544,712,3.712816891760634e-6,5.243115355824216e-6,6.860664018617375e-6
103129,53571,52944,66342,5.289875364588004e-4,5.102784915418332e-4,6.392558600043735e-4
102809,709,803,685,7.001029724091196e-6,7.739377997659644e-6,6.600498388697896e-6
102715,2545,2160,2441,2.5130635610454292e-5,2.0818252148125567e-5,2.3520900097535133e-5
102679,435,556,616,4.295413159350734e-6,5.358772312202691e-6,5.935630667792561e-6
102223,33451,30255,37317,3.303123346975664e-4,2.91600101269231e-4,3.5957780784093345e-4
100947,1945,2133,2297,1.920592780445328e-5,2.0558023996273995e-5,2.2133350071297908e-5
100916,1332,1652,1499,1.3152851329322248e-5,1.5922107661436774e-5,1.4444010342566638e-5
100897,30745,33154,35505,3.035919024925019e-4,3.19540894314331e-4,3.4211780334411504e-4
100896,3715,3372,3120,3.668381583215627e-5,3.2499604742351575e-5,3.0063583901806477e-5
100879,15058,11085,16053,1.486904169046054e-4,1.0683811345461661e-4,1.5468292063323697e-4
100877,850,804,1049,8.393336058501433e-6,7.749016077357849e-6,1.0107916510575319e-5
100876,65769,55922,63835,6.494368461548009e-4,5.389806928830916e-4,6.150989994781463e-4
100865,1948676,1681130,2042860,0.01924222651427805,0.016202864923045523,0.019684516990270635
100343,465,341,386,4.591648549650785e-6,3.2865851770883416e-6,3.7194049314414424e-6
100017,7533,7220,8122,7.438470650434271e-5,6.958693542104934e-5,7.826167578540775e-5
97828,513689,255965,106228,0.0050724287135947566,0.0024670110699513705,0.0010235879457439418
89252,904,722,941,8.926559761041525e-6,6.958693542104934e-6,9.067253990897402e-6
89241,16032,14901,15667,1.5830819257634706e-4,1.4361702558297177e-4,1.5096351570179553e-4
89209,494,421,455,4.878009426940833e-6,4.057631552944844e-6,4.384272652346778e-6
88847,1979,6318,4818,1.954166124679334e-5,6.089338753326728e-5,4.642511129452038e-5
87951,822,780,891,8.116849694221387e-6,7.5177021646008986e-6,8.585465787342812e-6
87822,8016,7881,8924,7.915409628817353e-5,7.59577061015637e-5,8.59895585704234e-5
85117,1046,2078,2753,1.0328740608461765e-5,2.002792961287265e-5,2.652725848771578e-5
85067,3446,4938,4417,3.402757183246581e-5,4.759283754974261e-5,4.2561169902012565e-5
84910,1216515,896383,1044769,0.012012493194362203,0.008639410794117239,0.010067147592790529
84326,11806,11397,12400,1.1657850059607991e-4,1.0984519432045697e-4,1.1948347448153857e-4
84216,1745,776,647,1.7231025202452943e-5,7.479149845808073e-6,6.234339353996407e-6
84181,18523,14451,15926,1.8290560448426126e-4,1.3927988971877895e-4,1.5345917859620832e-4
84151,6386,5917,6740,6.305864008187077e-5,5.702851757428656e-5,6.494504983915886e-5
84116,42216,34106,39183,4.168624412302312e-4,3.287163461870234e-4,3.7755814359759075e-4
84105,17615,13704,14573,1.7393954667117972e-4,1.3208024418421887e-4,1.4042198980802108e-4
84063,801,1157,1729,7.909484921011352e-6,1.1151258210824665e-5,1.6660236078917757e-5
66305,4061,4067,4415,4.0100397333616854e-5,3.9198070132604944e-5,4.254189837387038e-5
62639,822,600,501,8.116849694221387e-6,5.782847818923768e-6,4.8275177996170015e-6
62566,20336,11486,12382,2.008080965713943e-4,1.1070298341359734e-4,1.1931003072825891e-4
46351,1248747,1135742,1196792,0.012330768497700576,0.010946371912600197,0.01153200535417012
43762,1551,1627,1277,1.5315369678512616e-5,1.568115566898162e-5,1.2304870718784254e-5
42357,12383,6690,7445,1.2227609460285088e-4,6.447875318100002e-5,7.173826350927859e-5
42187,9280,3314,3383,9.163548073281566e-5,3.1940596119855616e-5,3.2597789852503626e-5
42007,3214,2734,3098,3.173668481414542e-5,2.635050989489597e-5,2.9851597092242456e-5
41805,1285,798,989,1.2688749217852168e-5,7.691187599168611e-6,9.529770666309809e-6
41682,2955,4147,4434,2.9179185944554984e-5,3.9969116508461444e-5,4.272497789122113e-5
37755,439724,374408,414106,0.004342060358809982,0.0036085741436460168,0.003990227716423549
34444,79106,72486,82555,7.811332261691934e-4,6.986258450041804e-4,7.954805028889851e-4
34183,144821,114732,121617,0.0014300368486214543,0.001105796159934603,0.0011718727190339739
34113,40222,30259,40685,3.9717266228828785e-4,2.916386535880238e-4,3.9203106123237067e-4
34078,417,423,535,4.1176719251707035e-6,4.076907712341257e-6,5.155133778034123e-6
34033,573,573,716,5.658095954730966e-6,5.522619667072198e-6,6.899207074901743e-6
34029,2099,1933,2444,2.0726602807993542e-5,1.863040805663274e-5,2.3549807389748406e-5
34012,6173,10176,2272,6.095536881074041e-5,9.807709900894711e-5,2.1892455969520614e-5
33993,26064,17244,25258,2.57369307092684e-4,1.661990463158691e-4,2.433801289076372e-4
31601,2472,2274,2729,2.440979616072417e-5,2.191699323372108e-5,2.6296000150009576e-5
31362,3264,3929,3326,3.22304104646455e-5,3.786801513425248e-5,3.204855130045139e-5
26868,20740,45449,42742,2.04797399827435e-4,4.380410842037772e-4,4.1185182792660653e-4
26755,7902,7161,9076,7.802840180503333e-5,6.901828871885517e-5,8.745419470922935e-5
26641,20899,26038,22874,2.0636744739602525e-4,2.5095631918189515e-4,2.2040846736215427e-4
25326,22744,22365,20083,2.2458592389947837e-4,2.1555565245038347e-4,1.93515049839737e-4
22885,11398,6903,16692,1.1254969928799923e-4,6.653166415671795e-5,1.6084017387466465e-4
22803,3853,2090,739,3.80464986275365e-5,2.0143586569251125e-5,7.120829648536854e-6
22735,2003,4958,3484,1.9778649559033378e-5,4.778559914370674e-5,3.35710020236839e-5
21709,26025,4586,10604,2.569842010852939e-4,4.4200233495974e-5,1.0217764220985765e-4
21704,9652,13364,1961,9.530879957253628e-5,1.2880329708682872e-4,1.8895733343411056e-5
20330,1831,1200,1828,1.808023332131309e-5,1.1565695637847535e-5,1.7614176721955847e-5
20281,1102,1028,1271,1.0881713337021858e-5,9.907945929756055e-6,1.2247056134357702e-5
18488,1051,1232,1425,1.0378113173511772e-5,1.1874114188190137e-5,1.3730963801305843e-5
18388,8308,15122,16134,8.203745408709402e-5,1.4574704119627537e-4,1.5546341752299542e-4
18382,2076,2207,2680,2.0499489008763504e-5,2.127124189394126e-5,2.5823847710526077e-5
18361,8838,5931,9114,8.727094598239491e-5,5.7163450690061444e-5,8.782035374393085e-5
18321,1874,2024,2201,1.850483738074316e-5,1.950747330916951e-5,2.1208316720473095e-5
18318,10612,834,9482,1.047883320621379e-4,8.038158468304037e-6,9.136631492209263e-5
18305,100802,6890,25771,9.9537066043419e-4,6.640636912064127e-5,2.483232758761073e-4
18226,11279,7980,11337,1.1137463223980903e-4,7.691187599168611e-5,1.0924065727396795e-4
18176,3323,2487,3398,3.2813006732235604e-5,2.396990420943902e-5,3.274232631357e-5
18173,100031,88078,96427,9.877574109034787e-4,8.489027836586127e-4,9.291478220831709e-4
18164,1432,2147,1047,1.4140302630322415e-5,2.0692957112048885e-5,1.0088644982433135e-5
18157,1731,622,947,1.709278202031292e-5,5.994885572284306e-6,9.125068575323952e-6
18023,720,1014,1567,7.109649367201215e-6,9.773012813981168e-6,1.509924229940088e-5
17962,1514,3232,2305,1.4950012697142555e-5,3.11502735846027e-5,2.2210436183866643e-5
17948,7001,5757,5530,6.913146558302182e-5,5.548642482257355e-5,5.328577531313776e-5
17872,2766,2412,2586,2.7312902985664664e-5,2.3247048232073547e-5,2.4918085887843445e-5
17775,8643,8093,9649,8.534541594544458e-5,7.800097899758343e-5,9.297548752196496e-5
17710,1832,1743,2035,1.809010783432309e-5,1.6799172913973548e-5,1.9608779884671853e-5
17702,370,328,323,3.6535698137006243e-6,3.16129014101166e-6,3.1123517949626575e-6
17663,5538,2282,3538,5.468505304938934e-5,2.199409787130673e-5,3.409133328352286e-5
17504,1022,263,687,1.0091752296221724e-5,2.534814960628252e-6,6.61976991684008e-6
17480,1931,1905,1844,1.9067684622313256e-5,1.8360541825082963e-5,1.7768348947093314e-5
17471,4096,3842,3255,4.044600528896691e-5,3.702950220050853e-5,3.1364412051403875e-5
17425,31406,32247,34356,3.10118955592113e-4,3.1079915602805794e-4,3.3104631042643053e-4
17350,271,279,248,2.6759930257104572e-6,2.689024235799552e-6,2.3896694896307714e-6
17349,36437,33397,36938,3.597976305454315e-4,3.2188294768099515e-4,3.5592585325798965e-4
17334,1069,909,959,1.0555854407691803e-5,8.761014445669509e-6,9.240697744177055e-6
17297,2325,2709,2274,2.295824274825392e-5,2.6109557902440812e-5,2.1911727497662796e-5
17289,3892,3270,3703,3.8431604634926564e-5,3.151652061313453e-5,3.568123435525301e-5
17225,459,734,523,4.532401471590774e-6,7.0743504984834095e-6,5.039504609181022e-6
17191,24402,24080,25445,2.4095786647006115e-4,2.3208495913280722e-4,2.4518201678893134e-4
17188,1304,1429,1126,1.28763649650422e-5,1.3772815888736774e-5,1.0849870344049388e-5
17186,3660,4894,3531,3.6140717616606176e-5,4.716876204302153e-5,3.402388293502521e-5
17069,792,753,817,7.820614303921336e-6,7.257474012749329e-6,7.872419246082016e-6
17045,33997,26471,30243,0.00033570381880102733,2.5512960769121846e-4,2.914144128020299e-4
17011,2711,3064,3411,2.6769804770114573e-5,2.9531076195304043e-5,3.2867591246494196e-5
17010,72683,63857,26688,7.177092291059526e-4,6.154588552883584e-4,2.5715927152929847e-4
16857,1688,7254,694,1.6668177960882847e-5,6.991463013078835e-5,6.6872202653377224e-6
16852,36598,33658,37317,3.613874271400417e-4,3.24398486482227e-4,3.5957780784093345e-4
16817,2830,2695,2689,2.7944871818304773e-5,2.5974624786665925e-5,2.5910569587165903e-5
16810,5974,5817,6240,5.899034072175008e-5,5.606470960446593e-5,6.012716780361295e-5
16794,73692,34858,33474,7.276726127330443e-4,3.359641821200745e-4,3.2254756651572757e-4
16793,4753,4087,4615,4.693356033653802e-5,3.939083172656907e-5,4.4469051188088745e-5
16747,21068,16947,19775,2.0803624009471555e-4,1.6333653664550184e-4,1.9054723450584072e-4
16688,13969,12603,13659,1.3793707223671358e-4,1.2146871843649375e-4,1.3161490144704315e-4
16594,107006,104348,94682,0.0010566321391482405,0.001005714340348429,9.123334137791157e-4
16549,295,297,318,2.9129813379504974e-6,2.8625096703672653e-6,3.0641729746071984e-6
14835,6738,5619,6328,6.653446866139136e-5,5.415636982422109e-5,6.0975115041869034e-5
