BinBase name,F_SF_10_010,F_SF_11_011,F_SF_12_012,normF_SF_10_010,normF_SF_11_011,normF_SF_12_012
14796,4770,5077,3421,4.6928610033994025e-5,6.021695301150296e-5,3.521948301031597e-5
14778,21215,22665,18725,2.0871917439647445e-4,2.688235650986241e-4,1.9277545143764005e-4
14740,942,1107,815,9.26766261048687e-6,1.312983395385735e-5,8.39049361397472e-6
14739,995,698,709,9.78909161086458e-6,8.278793224744743e-6,7.299214689948561e-6
14729,1435,1656,77,1.4117936142302185e-5,1.964137762203051e-5,7.927214825473049e-7
14719,654,764,568,6.434237099000438e-6,9.061601753159004e-6,5.847607819309989e-6
14712,2262,2802,2095,2.2254196204799682e-5,3.3233780251769016e-5,2.156820137580005e-5
14709,2953,3094,2556,2.905244977576192e-5,3.669711495323816e-5,2.6314235186894952e-5
14703,10669,22414,12452,1.049646416043359e-4,2.658465205435941e-4,1.28194388320507e-4
14702,2944,4434,3237,2.8963905228527967e-5,5.259050022710343e-5,3.332518751955358e-5
14696,7406,7615,6509,7.286232409051566e-5,9.031949914961494e-5,6.701070298571957e-5
14694,7924,7571,5954,7.795855469798084e-5,8.979762679733876e-5,6.129693126086563e-5
14689,25913,27238,30296,2.549394280525969e-4,3.2306270752950904e-4,3.118998705877032e-4
13146,1351,1137,869,1.3291520368118643e-5,1.348565601222747e-5,8.946428160176727e-6
13139,983,4556,779,9.671032214552646e-6,5.4037509931141906e-5,8.019870583173382e-6
10176,5600,5158,3538,5.5094384945569505e-5,6.117767256910227e-5,3.642400786042032e-5
6485,7415,7940,6173,7.295086863774962e-5,9.417423811529121e-5,6.355155469824043e-5
6435,4282,4743,4179,4.212752791730868e-5,5.625546742831564e-5,4.3023156825521907e-5
6422,3530,2670,2054,3.4729139081760776e-5,3.1668163194940494e-5,2.114610292405408e-5
6404,23251,23867,19573,2.2874991863739937e-4,2.8308016890398683e-4,2.0150568282984932e-4
5837,41601,41870,28940,4.092824121643994e-4,4.966089861318946e-4,2.979397364275195e-4
5244,264293,606528,172336,0.0026001893357891787,0.0071938680473036965,0.0017742136287827576
4983,281,769,223,2.76455753030447e-6,9.120905429554023e-6,2.2958037741305062e-6
4862,103138,194413,60669,0.0010147008347350262,0.0023058811277969914,6.245924626579537e-4
4852,2418,16535,14287,2.3788968356854833e-5,1.9611725783833e-4,1.470858678071863e-4
4850,5142,3614,4894,5.0588451319664e-5,4.286469729832021e-5,5.038414202060403e-5
4849,11247,11896,6457,1.1065116919336075e-4,1.4109530687903075e-4,6.647535860789542e-5
4801,15809,14267,9368,1.555334163579479e-4,1.6921711022554908e-4,9.644434868185912e-5
4795,9155,8868,7716,9.006948110298015e-5,1.0518100045420686e-4,7.943686960175331e-5
4766,161629,153743,138034,0.0015901518472084737,0.0018235050239999012,0.0014210716509342166
4755,2424,2602,2266,2.38479980550108e-5,3.086163319596823e-5,2.33286607721064e-5
4744,57523,47761,41710,5.659275545042848e-4,5.664805776605067e-4,4.29407961520105e-4
4735,22819,19939,18079,2.2449978037016974e-4,2.364912007280594e-4,1.8612482705159382e-4
4732,3381,3518,2901,3.3263234910887586e-5,4.172606671153583e-5,2.9866039232074432e-5
4729,713,693,546,7.014695797534117e-6,8.219489548349724e-6,5.6211159671536165e-6
4723,590,727,526,5.804586985336787e-6,8.622754547835857e-6,5.4152142833750955e-6
4721,561,600,505,5.519276777582945e-6,7.1164411674023585e-6,5.199017515407649e-6
4716,10734,10672,9248,1.0560413000102554e-4,1.2657776689752994e-4,9.520893857918799e-5
4713,21492,25404,19841,2.1144437879467497e-4,3.0131011902781587e-4,2.042647653924815e-4
4709,2082,2112,1485,2.048330526012066e-5,2.50498729092563e-5,1.5288200020555166e-5
4708,932,1005,731,9.169279780226925e-6,1.1920038955398951e-5,7.525706542104933e-6
4707,158,204,691,1.5544487181071395e-6,2.419589996916802e-6,7.113903174547892e-6
4550,702,474,463,6.906474684248177e-6,5.621988522247863e-6,4.7666239794727554e-6
4546,4111,4464,2324,4.044518151986361e-5,5.294632228547355e-5,2.392577565506411e-5
4541,28549,31026,29541,2.8087314210911853e-4,3.6799117276637593e-4,3.0412708202506405e-4
3772,25257,15665,12194,2.4848551438754444e-4,1.8579841814559658e-4,1.255382565997641e-4
3365,1509,1376,1349,1.4845969086225782e-5,1.6320371743909408e-5,1.3888068570861223e-5
3246,2797,2453,2517,2.7517677623706767e-5,2.909438363939664e-5,2.5912726903526834e-5
3229,5222,5122,4532,5.137551396174356e-5,6.0750686099058134e-5,4.66573215442128e-5
3204,662,3738,774,6.5129433632083945e-6,4.4335428472916694e-5,7.968395162228752e-6
3194,4796,5350,2967,4.718440539266988e-5,6.345493374267103e-5,3.054551478854355e-5
3182,11706,3756,9796,1.1516694110229225e-4,4.454892170793876e-5,1.0085064471471946e-4
3178,4591,7025,4720,4.5167557372341e-5,8.332166533500261e-5,4.85927973717309e-5
3175,12120,9206,8008,1.1923999027505399e-4,1.0918992897851018e-4,8.24430341849197e-5
3166,1209,1136,7989,1.1894484178427416e-5,1.3473795276948465e-5,8.224742758533011e-5
3161,23251,23867,19573,2.2874991863739937e-4,2.8308016890398683e-4,2.0150568282984932e-4
2821,1352,1186,1240,1.3301358651144636e-5,1.4066832040898662e-5,1.2765904394268285e-5
2394,3158,3599,2548,3.10692977960908e-5,4.2686786269135145e-5,2.6231874513383543e-5
2018,8658,10099,7458,8.517985443906085e-5,1.197815655826607e-4,7.678073788101038e-5
2017,4414,6554,5860,4.3426181276739964e-5,7.773525901859176e-5,6.032919334710658e-5
1981,9269,11960,10182,9.119104536794352e-5,1.41854393936887e-4,1.048245472116449e-4
1970,325225,350417,280906,0.003199655597129079,0.00415620327426272,0.0028919509191744574
1967,10994,9135,7776,1.0816208358778413e-4,1.083478167737009e-4,8.005457465308887e-5
1846,10545,9206,8420,1.0374469450911257e-4,1.0918992897851018e-4,8.668460887075724e-5
1771,1265,1127,1323,1.2445428027883111e-5,1.336704865943743e-5,1.3620396381949147e-5
1753,9090,8949,7855,8.94299927062905e-5,1.0614172001180617e-4,8.086788630401402e-5
1746,605,690,564,5.952161230726705e-6,8.183907342512713e-6,5.806427482554285e-6
1744,19100,15644,12487,1.8791120579649597e-4,1.855493427047375e-4,1.2855471626711942e-4
1717,486,455,338,4.781405550633353e-6,5.396634551946789e-6,3.4797384558570006e-6
1715,6530,6610,5647,6.424398815974443e-5,7.839946019421598e-5,5.813634041486533e-5
1704,9562,8001,5966,9.407366229455993e-5,9.489774296731045e-5,6.142047227113274e-5
1684,4520,4860,3887,4.4469039277495384e-5,5.7643173455959106e-5,4.0016992242355504e-5
892,9074,4395,7878,8.927258017787458e-5,5.212793155122227e-5,8.110467324035932e-5
592,1082,3189,971,1.0645022234126108e-5,3.782388480474354e-5,9.996526747447181e-6
309,2254,2344,1769,2.2175489940591725e-5,2.7801563493985214e-5,1.821200393021016e-5
303,3487,3499,2916,3.430609291164301e-5,4.150071274123475e-5,3.0020465494908323e-5
168,2073,1588,1892,2.039476071288671e-5,1.8834847623058242e-5,1.9478299285448064e-5
136,1544,2070,1576,1.5190308992135591e-5,2.4551722027538136e-5,1.6225052681747434e-5
134,21017,5423,7436,2.0677119435732753e-4,6.432076741803832e-5,7.655424602885401e-5
68,352519,765392,226113,0.003468181694040574,0.009078111896667377,0.002327852371210633
