BinBase name,L1_PF_440,L2_PF_440,L3_PF_440,normL1_PF_440,normL2_PF_440,normL3_PF_440
85106,9788,7622,8340,3.807229203218576e-5,2.9213856352072427e-5,3.1994992024154885e-5
84390,11292,25968,14139,4.3922386762100696e-5,9.953101833516358e-5,5.42418695718856e-5
84223,52534,62309,67163,2.0434100833866434e-4,2.3882001776978233e-4,2.576594303738986e-4
84216,3624,1000,2075,1.4096238897082264e-5,3.832833423257993e-6,7.960384706249567e-6
84185,1245,1354,1101,4.84266485288836e-6,5.1896564550913234e-6,4.223799306785914e-6
84181,1991,736,2600,7.744374073976487e-6,2.8209653995178833e-6,9.97445794518018e-6
84086,1101,589,431,4.282549400024165e-6,2.257538886298958e-6,1.6534582209125605e-6
68541,976,822,1029,3.796338069412883e-6,3.1505890739180707e-6,3.947583548304002e-6
68263,5851,7595,6356,2.275857996325285e-5,2.9110369849644462e-5,2.4383713345986624e-5
68235,1284,1121,905,4.99436278803908e-6,4.29660626747221e-6,3.4718786309184856e-6
68142,2925,1455,1663,1.137734513630398e-5,5.576772630840381e-6,6.3798167549364e-6
68094,5561,1287,2638,2.1630569676234677e-5,4.932856615733037e-6,1.0120238484378966e-5
67178,44415,27682,49608,1.727606099928004e-4,1.0610049482262778e-4,1.9031265759403783e-4
67163,39244,7248,32898,1.5264701966807295e-4,2.7780376651773937e-5,1.262075836463606e-4
67160,34937,40510,38292,1.3589412206053064e-4,1.5526808197618131e-4,1.4690074755263055e-4
66827,3926,3419,3337,1.527092547183912e-5,1.310445747411908e-5,1.280183313964087e-5
66763,73638,2290,37680,2.8642903970842816e-4,8.777188539260805e-6,1.445529136055343e-4
66608,3452,2758,3847,1.342721210616114e-5,1.0570954581345546e-5,1.4758361428887751e-5
66546,1271,1584,1117,4.943796809655507e-6,6.071208142440662e-6,4.285180586448562e-6
66437,85618,115558,108517,3.330275336342134e-4,4.429145647248472e-4,4.1630702032196827e-4
66396,10658,565,5223,4.145632289324027e-5,2.1655508841407665e-6,2.0037151479875415e-5
66391,219678,9293,234825,8.544794614882002e-4,3.561852100233653e-5,9.008661872988214e-4
66367,6558,5077,4755,2.5508591249190253e-5,1.9459295289880832e-5,1.824174904974298e-5
66350,17292,3568,9271,6.726053063144219e-5,1.3675549654184522e-5,3.556661523452517e-5
66291,66784,37922,38404,2.597691000283504e-4,1.4534870907678964e-4,1.4733041651026908e-4
66287,69914,22365,50998,2.719438317468569e-4,8.572131951116503e-5,1.956451562647303e-4
66261,71004,78460,67028,2.761835945497873e-4,3.0072411038882215e-4,2.5714152582674506e-4
66256,134874,129194,125596,5.246181360389274e-4,4.951790812843932e-4,4.818277000318653e-4
65419,951,2625,1718,3.6990958032906267e-6,1.0061187736052233e-5,6.5908149037767496e-6
65232,1731,1969,1929,6.7330545063050215e-6,7.546849010394989e-6,7.40028052932791e-6
65051,81523,56907,68458,3.1709925044338776e-4,2.1811505161734262e-4,2.626274776965941e-4
65017,14377,19245,16515,5.592208240158711e-5,7.376287923060009e-5,6.335698960178872e-5
64799,1683,153,547,6.5463493553502895e-6,5.86423513758473e-7,2.098472498466753e-6
64787,475,550,515,1.8476030563228684e-6,2.1080583827918964e-6,1.9757099391414585e-6
64753,13490,325,6642,5.247192679956946e-5,1.245670862558848e-6,2.5480903719956443e-5
64652,458,136,200,1.781478315359734e-6,5.212653455630871e-7,7.672659957830908e-7
64643,3909,2096,2209,1.5204800730875984e-5,8.033618855148754e-6,8.474452923424237e-6
64616,3521,2883,4192,1.3695600760658566e-5,1.1050058759252795e-5,1.6081895271613582e-5
64612,3201,1561,1734,1.2450899754293687e-5,5.9830529737057274e-6,6.6521961834393965e-6
64604,5517,3800,5578,2.1459423287859505e-5,1.4564767008380376e-5,2.1399048622390402e-5
64586,8079,993,1757,3.1424810720068324e-5,3.8060035892951874e-6,6.740431772954452e-6
64585,11813,8265,1333,4.5948915588088515e-5,3.167836824322732e-5,5.1138278618943e-6
64557,13922,37849,8383,5.415227315816205e-5,1.450689122368918e-4,3.215995421324825e-5
62840,47532,146196,61257,1.8488477573292333e-4,5.603449151466256e-4,2.3500206551842394e-4
62820,6857,11633,12237,2.6671608752012438e-5,4.458735121276024e-5,4.694516995198841e-5
62816,440808,1084639,1741970,0.001714606753792781,0.004157240611369127,0.006682771733371353
62766,2457,1565,1528,9.556969914495342e-6,5.99838430739876e-6,5.861912207782813e-6
62409,34526,31243,32861,1.3429545920548073e-4,1.197492146428495e-4,1.2606563943714074e-4
62393,67629,43060,45774,2.6305588862328265e-4,1.650418072054892e-4,1.7560416845487597e-4
62375,14251,11141,16292,5.543198138033094e-5,4.27015971685173e-5,6.250148801649057e-5
62348,9051,9165,6726,3.5205590026901644e-5,3.512791832415951e-5,2.580315543818534e-5
62311,11405,8903,9347,4.436192180497329e-5,3.4123715967265914e-5,3.5858176312922745e-5
62290,12607,33018,19328,4.903732996013137e-5,1.2655249396913243e-4,7.414858583247789e-5
62267,3240,4527,4009,1.2602597689444408e-5,1.7351236907088938e-5,1.5379846885472055e-5
62252,3103,12800,1545,1.2069710071094443e-5,4.9060267817702315e-5,5.927129817424376e-6
53745,31438,11837,39370,1.2228409449405964e-4,4.536924923110487e-5,1.510363112699014e-4
52871,2931,3129,2215,1.1400683280173321e-5,1.1992935781374262e-5,8.49747090329773e-6
50367,5175,4490,3606,2.012914908730704e-5,1.720942207042839e-5,1.3833805903969126e-5
48608,93307,189163,106517,3.6293536500277447e-4,7.250302688437518e-4,4.086343603641374e-4
47358,2576,3016,3105,1.0019843101237282e-5,1.155982560454611e-5,1.1911804584532484e-5
47286,14536,17653,14759,5.654054321412466e-5,6.766100842077336e-5,5.662039415881318e-5
47259,38981,42347,19075,1.516240310284668e-4,1.6230899697470625e-4,7.317799434781228e-5
46365,23910,35779,10922,9.300250331932586e-5,1.3713494705074774e-4,4.1900396029714585e-5
46362,2008,1931,1503,7.81049881493962e-6,7.401201340311185e-6,5.766003958309927e-6
46349,12077,16537,5983,4.697579391833954e-5,6.338356632041744e-5,2.295276226385116e-5
46207,263439,34268,100866,0.0010246962137992423,1.3134353574820493e-4,3.8695525965328615e-4
46179,17141,18071,19366,6.667318734406375e-5,6.92631327916952e-5,7.429436637167668e-5
46149,3449,658,6106,1.341554303422647e-5,2.5220043925037597e-6,2.342463085125776e-5
46131,885448,1102107,1002902,0.0034441188021367814,0.004224192545606597,0.0038474630085142663
42424,31861,38544,33472,1.2392943363684822e-4,1.477327314660561e-4,1.2840963705425807e-4
42245,12240,73644,19377,4.760981349345665e-5,2.822651846224117e-4,7.433656600144474e-5
42007,75424,150025,213782,2.9337602720020214e-4,5.750208343242804e-4,8.201382955525036e-4
34087,1029,1255,1071,4.002491673592067e-6,4.810205946188782e-6,4.108709407418451e-6
33999,2165,2854,1594,8.421180246187389e-6,1.0938906589978313e-5,6.115109986391233e-6
33395,65464,48213,52278,2.5463470837709527e-4,1.8479239783553763e-4,2.0055565863774208e-4
31695,14251,11141,16292,5.543198138033094e-5,4.27015971685173e-5,6.250148801649057e-5
31664,3499,5557,5253,1.3610027566470982e-5,2.129905533304467e-5,2.0152241379242877e-5
31599,5800,3661,4530,2.2560205740363444e-5,1.4032003162547514e-5,1.7378574804487006e-5
27127,47793,18266,5511,1.8589998499123967e-4,7.001053530923051e-5,2.1142014513803064e-5
26911,403,322,574,1.5675453298907704e-6,1.2341723622890738e-6,2.2020534078974705e-6
26755,22590,36632,35205,8.786811166807072e-5,1.4040435396078682e-4,1.3505799690771854e-4
26751,9741,12960,16733,3.788947657187592e-5,4.96735211654236e-5,6.419330953719229e-5
26736,5937,6764,8695,2.309309335871341e-5,2.592528527491707e-5,3.335688916666987e-5
26723,525,634,488,2.042087588567381e-6,2.430016390345568e-6,1.8721290297107413e-6
23170,12748,79407,14133,4.9585776341060896e-5,3.043538036406475e-4,5.4218851592012106e-5
22969,72940,68532,86816,2.837140356382948e-4,2.6267174016271684e-4,3.33054823449524e-4
22885,19358,11809,8503,7.529663150378544e-5,4.5261929895253646e-5,3.26203138107181e-5
21827,1395,2718,2086,5.4261184496218974e-6,1.0417641244415227e-5,8.002584336017636e-6
21709,799102,877710,1057942,0.003108259573713088,0.0033641162239277734,0.004058614610553773
21683,19784,18676,31036,7.69536397185087e-5,7.158199701276628e-5,1.1906433722562002e-4
20297,48338,4666,2278,1.8801986639270486e-4,1.7884000752921797e-5,8.739159691969404e-6
18588,30290,5275,32442,1.1781872963372565e-4,2.0218196307685916e-5,1.2445821717597515e-4
18489,1367,556,1441,5.317207111564971e-6,2.1310553833314443e-6,5.528151499617169e-6
18488,5918,1233,8984,2.3019189236460494e-5,4.7258836108771056e-6,3.4465588530576435e-5
18361,745318,5228366,1408494,0.002899056452068311,0.020039455953825704,0.005403447757322543
18345,12171,10286,15247,4.7341424838959225e-5,3.942452459163172e-5,5.8492523188523926e-5
18257,14753,50141,17526,5.738460608406585e-5,1.9218210067557906e-4,6.723551921047224e-5
18177,4366,4588,4595,1.6982389355590827e-5,1.7585039745907674e-5,1.762793625311651e-5
18168,652,480,685,2.5360783004684425e-6,1.8397600431638369e-6,2.6278860355570857e-6
18037,3465,1588,2866,1.3477778084544713e-5,6.086539476133694e-6,1.099492171957169e-5
18023,4902,4101,4106,1.9067263541252002e-5,1.5718449868781032e-5,1.575197089342685e-5
17863,3560,1142,3099,1.3847298695809287e-5,4.377095769360629e-6,1.1888786604658991e-5
17830,154888,158635,182934,6.024664046057609e-4,6.080215300985318e-4,7.017951883629196e-4
17829,55061,35018,22671,2.14170256598302e-4,1.3421816081564842e-4,8.697343695199226e-5
17651,3073,3171,2673,1.1953019351747735e-5,1.2153914785151098e-5,1.0254510033641008e-5
17644,18003,3091,11357,7.002610067995916e-5,1.1847288111290458e-5,4.3569199570542806e-5
17537,6825,14185,12802,2.654713865137595e-5,5.4368742108914635e-5,4.911269639007564e-5
17456,6487,9267,9389,2.5232423213403045e-5,3.5518867333331825e-5,3.60193021720372e-5
17382,1359,5579,4079,5.2860895864058484e-6,2.1383377668356344e-5,1.5648389983996136e-5
17297,13798,14784,13640,5.366995151819566e-5,5.666460932944618e-5,5.232754091240679e-5
17267,13340,21010,4447,5.1888473202835926e-5,8.052783022265044e-5,1.7060159416237023e-5
17250,528442,478874,389787,0.002055475903767093,0.0018354442727292484,0.001495351553491518
17233,14909,15886,16984,5.799139782466872e-5,6.088839176187648e-5,6.515622836190007e-5
17222,5910,6044,6817,2.2988071711301374e-5,2.3165645210171314e-5,2.6152261466266647e-5
17188,4197,4625,4885,1.6325031636604374e-5,1.772685458256822e-5,1.874047194700199e-5
17045,961,609,1409,3.7379927097395294e-6,2.334195554764118e-6,5.405388940291874e-6
16980,2718,971,3017,1.0572179172811697e-5,3.7216812539835115e-6,1.1574207546387924e-5
16808,6188,4403,3385,2.4069405710580863e-5,1.6875965562604945e-5,1.2985976978628811e-5
14764,620,522,694,2.4116081998319546e-6,2.0007390469406726e-6,2.662413005367325e-6
14702,12389,14136,16588,4.81893773995453e-5,5.4180933271174994e-5,6.363704169024955e-5
14701,2854,1074,3372,1.1101177100516771e-5,4.116463096579085e-6,1.293610468890291e-5
14688,43795,19976,31625,1.7034900179296848e-4,7.656468046300168e-5,1.2132393558320122e-4
13139,17140,16328,15770,6.666929765341888e-5,6.258250413495652e-5,6.04989237674967e-5
9489,32148,51379,27896,1.2504577485193173e-4,1.9692714845357244e-4,1.070182610918255e-4
9392,30443,2294,31413,1.1841385230239386e-4,8.792519872953837e-6,1.2051063362767115e-4
8811,42158,10256,29368,1.6398157820728313e-4,3.930953958893398e-5,1.1266533882078905e-4
8598,154888,165334,182596,6.024664046057609e-4,6.336976812009371e-4,7.004985088300462e-4
7543,9827,13259,10598,3.8223989967336476e-5,5.0819538358977734e-5,4.065742511654598e-5
5990,21791,6052,24160,8.476024884280341e-5,2.3196307877557378e-5,9.268573229059737e-5
5900,1226,4033,1804,4.7687607306354454e-6,1.5457817195999486e-5,6.920739281963478e-6
5290,53582,99006,33258,2.0841740413450933e-4,3.794735059030809e-4,1.2758866243877016e-4
5269,1305,799,1188,5.076046291581775e-6,3.0624339051831367e-6,4.557560014951559e-6
4755,10992,6273,13199,4.275547956863362e-5,2.4043364064097395e-5,5.063571939170507e-5
4732,23170,87380,28185,9.012413224210707e-5,3.349129845242835e-4,1.0812696045573206e-4
4713,6855,31954,38271,2.6663829370722658e-5,1.2247435920678592e-4,1.4682018462307332e-4
4709,6357,6016,8343,2.4726763429567315e-5,2.3058325874320087e-5,3.200650101409163e-5
4603,111459,65059,57159,4.335410295888223e-4,2.493603096837418e-4,2.1928078526482842e-4
4548,9705,4915,6964,3.7749447708659866e-5,1.8838376275313037e-5,2.6716201973167218e-5
4543,54611,68619,64990,2.124198958081014e-4,2.630051966705403e-4,2.493230853297153e-4
4541,62804,42603,23179,2.4428813126168723e-4,1.632902023310603e-4,8.89222925812813e-5
3772,9695,13605,10162,3.7710550802210967e-5,5.2145698723425e-5,3.898478524573884e-5
3618,814,1194,482,3.1662081849406626e-6,4.576403107370044e-6,1.8491110498372486e-6
3253,14343,10206,14098,5.5789832919660845e-5,3.911789791777108e-5,5.4084580042750064e-5
3232,4958289,5434807,5393590,0.01928621033796223,0.020830709918556505,0.020691591010978602
3204,4247,5359,4009,1.651951616884889e-5,2.0540154315239586e-5,1.5379846885472055e-5
3182,21890,13027,48333,8.514532821664756e-5,4.993032100478188e-5,1.8542133687092063e-4
3178,3007,1240,3811,1.1696299769184979e-5,4.752713444839912e-6,1.4620253549646794e-5
3175,5910,6460,9049,2.2988071711301374e-5,2.4760103914246636e-5,3.471494997920594e-5
3143,5092,9206,3263,1.980630476378115e-5,3.528506449451309e-5,1.2517944721201125e-5
3090,9578,14169,12889,3.72554569967588e-5,5.430741677414251e-5,4.9446457098241284e-5
2813,31749,35730,30873,1.234937882846205e-4,1.369471382130081e-4,1.1843901543905681e-4
2810,3836,2683,3621,1.4920853313798996e-5,1.0283492074601196e-5,1.3891350853652857e-5
2806,86412,57819,49115,3.3611594800625624e-4,2.2161059569935393e-4,1.8842134691443251e-4
2672,957,423,1031,3.7224339471599682e-6,1.6212885380381313e-6,3.955256208261833e-6
2568,3989,4678,2015,1.5515975982467204e-5,1.7929994754000892e-5,7.730204907514639e-6
2403,2312,4118,3992,8.992964770986256e-6,1.5783608036976418e-5,1.5314629275830492e-5
2242,25576,25850,37261,9.948272793371302e-5,9.907874399121913e-5,1.429454913443687e-4
2197,186375,175349,223289,7.249410939414202e-4,6.720835079348659e-4,8.566102846620528e-4
2193,13524,11046,12609,5.260417628149573e-5,4.2337477993307795e-5,4.8372284704144954e-5
2044,4623,4666,2278,1.7982039851327623e-5,1.7884000752921797e-5,8.739159691969404e-6
2042,7496,23292,5369,2.9157121074097307e-5,8.927435609452519e-5,2.0597255656797073e-5
2040,30723,15596,26443,1.1950296568296313e-4,5.977687006913167e-5,1.0144407363246135e-4
2039,16943,4938,8021,6.59030285963755e-5,1.8926531444047974e-5,3.0771202760880853e-005
2037,11542,10696,37306,4.4894809423323256e-5,4.0995986295167496e-5,1.431181261934199e-4
2017,113093,84204,75599,4.3989678410257297e-4,3.227399055720161e-4,2.900227100760294e-4
2011,10465,81752,16783,4.070561259877646e-5,3.1334179801818747e-4,6.438512603613806e-5
1973,51018,18663,20685,1.9844423732101073e-4,7.153217017826393e-5,7.935448561386616e-5
1968,3148,6899,4528,1.2244746150114505e-5,2.6442717787056896e-5,1.7370902144529173e-5
1921,3569,17036,4969,1.3882305911613298e-5,6.529615019862317e-5,1.906272366523089e-5
1830,3241,5227,1681,1.2606487380089297e-5,2.0034220303369533e-5,6.4488706945568776e-6
1809,60447,125600,45891,2.351201304116809e-4,4.81403877961204e-4,1.7605301906240908e-4
1799,66609,177277,46895,2.590884041654946e-4,6.794732107749073e-4,1.799046943612402e-4
1786,10621,5730,7960,4.1312404339379334e-5,2.1962135515268302e-5,3.053718663216701e-5
1781,90864,86816,87079,3.534328507573076e-4,3.32751266473566e-4,3.340637782339788e-4
1771,83823,68243,33497,3.260455389266354e-4,2.615640513033952e-4,1.2850554530373097e-4
1767,399080,291436,409035,0.0015522977425628005,0.0011170256415406166,0.0015691932329256826
1746,21612,9085,12388,8.406399421736806e-5,3.482129165029887e-5,4.752445577880464e-5
1740,48203,13437,31510,1.8749475815564467e-4,5.150178270831766e-5,1.2088275763562595e-4
1732,6223,32557,14025,2.4205544883152022e-5,1.247855577610105e-4,5.3804527954289236e-5
1721,10888,2621,5616,4.2350951741565034e-5,1.0045856402359201e-5,2.1544829161589187e-5
1713,21590,10252,17773,8.397842102318047e-5,3.929420825524095e-5,6.818309271526436e-5
1710,24060,14485,28535,9.358595691605939e-5,5.5518592135892036e-5,1.0946967594835247e-4
1708,8533,4162,7077,3.31907302728485e-5,1.595225270759977e-5,2.7149707260784668e-5
1681,115197,156895,182491,4.4808069321942203e-4,6.013523999420629e-4,7.0009569418226e-4
1380,2404628,1348058,1360009,0.00935325903604115,0.005166881758890325,0.005217443298294828
1148,5621,23747,8120,2.1863951114928092e-5,9.101829530210757e-5,3.1150999428793487e-5
816,41771,72534,47591,1.624762679277106e-4,2.780107395225953e-4,1.8257478002656536e-4
782,58996,188075,63740,2.2947618928594515e-4,7.208601460792471e-4,2.44527672856071e-4
592,4419567,4365492,5500195,0.017190748414365662,0.016732203646565386,0.021100562968380882
573,35907,33257,37933,1.3966712198607419e-4,1.274685411572911e-4,1.455235050901999e-4
479,26387,31628,32396,1.0263726704671901e-4,1.2122485551080382e-4,1.2428174599694503e-4
473,4339,1518,8089,1.687736770817879e-5,5.818241136505634e-6,3.1032073199447104e-5
136,261368,34605,100313,0.0010166406644736747,1.3263520061184287e-4,3.848337691749459e-4
99,885448,1104026,997869,0.0034441188021367814,0.004231547752945829,0.003828154759730385
61,14536,17653,14759,5.654054321412466e-5,6.766100842077336e-5,5.662039415881318e-5
54,743932,975317,910065,0.0028936653408344927,0.0037382275958717163,0.0034913096422616923
