BinBase name,L1_PAC_440,L2_PAC_440,L3_PAC_440,normL1_PAC_440,normL2_PAC_440,normL3_PAC_440
46365,13609,30715,NA,5.549082735685964e-5,1.27730043055109e-4,NA
46362,1724,2380,NA,7.029626450380338e-6,9.89736293248118e-6,NA
46349,4164,7608,NA,1.6978749732821188e-5,3.1638292937107904e-5,NA
46207,178608,425729,60982,7.282758242746701e-4,0.001770417825160622,2.5028611427068613e-4
46179,9407,11505,NA,3.835713226144306e-5,4.784418510008234e-5,NA
46149,3988,3527,NA,1.6261108053432012e-5,1.4667226497000472e-5,NA
46131,789100,492203,551272,0.0032175627795795387,0.0020468536669983337,0.0022625648025028644
42424,14242,14648,NA,5.807189089693548e-5,6.0914526149153075e-5,NA
42245,7236,19844,NA,2.9504859045795897e-5,8.252238236645232e-5,NA
42007,94652,56458,35587,3.859444331678653e-4,2.347837464042111e-4,1.4605837703832126e-4
34087,1475,1163,NA,6.014326574426333e-6,4.83640045818303e-6,NA
33999,1900,3360,NA,7.747268129769514e-6,1.3972747669385194e-5,NA
33395,24069,28373,NA,9.814157716601181e-5,1.1799070524507921e-4,NA
31695,8982,6323,NA,3.662419070609988e-5,2.6294548664738865e-5,NA
31664,2952,2952,NA,1.2036808167936635e-5,1.227605688095985e-5,NA
31599,5177,6282,NA,2.1109266898850935e-5,2.6124047874725535e-5,NA
27127,145381,17334,278247,5.927924147231693e-4,7.208440717295327e-5,0.0011419986297182053
26911,368,241,NA,1.5005235114500952e-6,1.002211960810069e-6,NA
26755,13639,13030,NA,5.561315264311916e-5,5.4185982777407466e-5,NA
26751,7958,3077,NA,3.244882093510831e-5,1.279587636270781e-5,NA
26736,2047,1926,NA,8.346662032441155e-6,8.009378574772585e-6,NA
26723,550,726,NA,2.242630248091175e-6,3.0191115499921584e-6,NA
23170,10019,13335,5142,4.085256810113724e-5,5.5454342312872494e-5,2.1104115961757042e-5
22969,62133,131568,80617,2.5334790037208907e-4,5.47132876596926e-4,3.308733015342216e-4
22885,11386,7879,NA,4.642652364502931e-5,3.2765261573537484e-5,NA
21827,1323,1356,NA,5.394545124044772e-6,5.639001738001882e-6,NA
21709,587022,593526,571274,0.002393587806354505,0.002468211021791523,0.0023446582539744833
21683,21838,18258,2477,8.90446533778456e-5,7.592691278203419e-5,1.0166257339026098e-5
20297,4204,5008,NA,1.7141850114500544e-5,2.0826047716750314e-5,NA
18588,63010,39892,20322,2.56923876240409e-4,1.6589311012711732e-4,8.340681535877608e-5
18489,15714,38489,24703,6.407398494273586e-5,1.600586562639782e-4,1.0138758782638744e-4
18488,7326,5683,NA,2.987183490457445e-5,2.3633072918189304e-5,NA
18361,1550494,868789,3929756,0.00632215407978887,0.0036129075818266353,0.01612874879918524
18345,6180,5987,NA,2.519900896946084e-5,2.4897273897800347e-5,NA
18257,11434,8228,NA,4.6622244103044535e-5,3.4216597566577796e-5,NA
18177,5450,4974,NA,2.2222427003812553e-5,2.068465681771487e-5,NA
18168,516,366,NA,2.1039949236637206e-6,1.52203144255803e-6,NA
18037,2488,1073,NA,1.014484374045608e-5,4.462130431324498e-6,NA
18023,2214,1717,NA,9.027606125952476e-6,7.140240401289994e-6,NA
17863,4497,2230,NA,1.8336560410301845e-5,9.273579554383626e-6,NA
17830,72730,102990,72830,2.96557268988493e-4,4.2828966740178015e-4,2.9891341219268096e-4
17829,10663,36680,4498,4.347848424617491e-5,1.5253582872412172e-4,1.8460971138853205e-5
17651,2349,2375,NA,9.578069914120309e-6,9.876570153211261e-6,NA
17644,21857,19558,NA,8.91221260591433e-5,8.1333035392213e-5,NA
17537,12609,3142,NA,5.1413317814875685e-5,1.3066182493216751e-5,NA
17456,7339,17332,NA,2.9924842528620242e-5,7.207609006124529e-5,NA
17382,1896,634,NA,7.730958091601578e-6,2.636524411425659e-6,NA
17297,11069,3732,7474,4.513395312022039e-5,1.551973044706713e-5,3.067525528941504e-5
17267,9406,33259,NA,3.8353054751901076e-5,1.383094091476435e-4,NA
17250,388235,58481,389142,0.0015830319170321407,2.4319650489682012e-4,0.001597140780550381
17233,21517,11242,NA,8.773577281486875e-5,4.6750484910484635e-5,NA
17222,6893,6469,NA,2.81062732728954e-5,2.6901697819420485e-5,NA
17188,2222,2214,NA,9.060226202288347e-6,9.207042660719887e-6,NA
17045,1051,996,NA,4.285462528625136e-6,4.141921630567754e-6,NA
16980,2430,3416,NA,9.90834818702101e-6,1.4205626797208282e-5,NA
16808,1506,4552,NA,6.140729370227836e-6,1.892974624733375e-5,NA
14764,579,347,NA,2.36087802480871e-6,1.4430188813323401e-6,NA
14702,7512,4475,NA,3.0630251679383466e-5,1.860953744657701e-5,NA
14701,2235,1507,NA,9.113233826334138e-6,6.266943671953419e-6,NA
14688,17377,18272,3655,7.085488331105518e-5,7.598513256398996e-5,1.5001078148623492e-5
13139,10058,9701,NA,4.1011590973274614e-5,4.034215033949577e-5,NA
9489,37346,34674,10350,1.5227867135493277e-4,1.4419376568103044e-4,4.247911322524026e-5
9392,22668,39063,23,9.242898629769228e-5,1.6244566732416483e-4,9.43980293894228e-8
8811,28580,20072,NA,1.1653522270990142e-4,8.34705331011606e-5,NA
8598,72004,101229,72792,2.9359699706101266e-4,4.209664505429149e-4,2.98757450231081e-4
7543,7111,6936,NA,2.89951703530479e-5,2.8843743403230865e-5,NA
5990,21788,19214,NA,8.88407779007464e-5,7.99024921784426e-5,NA
5900,910,810,NA,3.710533683205399e-6,3.3684302417267883e-6,NA
5290,31755,83887,38259,1.2948131550570048e-4,3.488487749231297e-4,1.5702496549608376e-4
5269,937,1265,NA,3.8206264408389655e-6,5.260573155289367e-6,NA
4755,9974,6641,NA,4.066908017174796e-5,2.7616969426305677e-5,NA
4732,16772,18575,7791,6.838799003815489e-5,7.724517498774703e-5,3.197630639013013e-5
4713,16867,29441,10589,6.877535344464336e-5,1.224320428971338e-4,4.346003187846078e-5
4709,2877,3718,NA,1.1730994952287838e-5,1.5461510665111356e-5,NA
4603,134442,38329,189316,5.481885378434069e-4,1.5939328732734082e-4,7.770024926907811e-4
4548,8221,6525,NA,3.352120594465009e-5,2.713457694724357e-5,NA
4543,24782,21552,25492,1.0104884146944637e-4,8.962519576505647e-5,1.0462585066065938e-4
4541,23850,32370,26386,9.724860257631732e-5,1.34612452993452e-4,1.0829506102040477e-4
3772,5525,244813,245228,2.252824021946135e-5,0.0010180685342813089,0.0010064799978743205
3618,1211,1224,NA,4.937864055342569e-6,5.0900723652760355e-6,NA
3253,5335,4607,NA,2.17535134064844e-5,1.9158466819302854e-5,NA
3232,4647041,2647645,3670644,0.01894835401949066,0.011010379614020644,0.015065285225656888
3204,5737,611,NA,2.3392672242361948e-5,2.540877626784034e-6,NA
3182,59118,11070,431,2.4105420910300744e-4,4.6035213303599436e-5,1.7689369855148359e-6
3178,3595,2514,NA,1.4658646803432317e-5,1.0454609416914995e-5,NA
3175,6893,7538,NA,2.81062732728954e-5,3.1347194027329044e-5,NA
3143,3292,10141,NA,1.342316141221118e-5,4.217191491524859e-5,NA
3090,9550,6563,4935,3.8940216125946766e-5,2.729260206969495e-5,2.0254533697252237e-5
2813,15926,23862,32390,6.493841696563646e-5,9.923145978775878e-5,1.329370509531915e-4
2810,3137,3893,NA,1.2791147433203666e-5,1.61892579395585e-5,NA
2806,149276,122307,91313,6.086743143891968e-4,5.08620490833183e-4,3.747724894624506e-4
2672,890,926,NA,3.6289834923657198e-6,3.850822720788896e-6,NA
2568,4185,6039,NA,1.706437743320285e-5,2.5113518802207498e-5,NA
2403,2407,2640,NA,9.814565467555379e-6,1.0978587454516939e-5,NA
2242,15960,8335,NA,6.507705229006392e-5,3.466156304295405e-5,NA
2197,104945,137775,71494,4.279142388835061e-4,5.729450327826027e-4,2.934301179637997e-4
2193,13959,9056,NA,5.6917955696554024e-5,3.7659881813676285e-5,NA
2044,4204,5016,NA,1.7141850114500544e-5,2.0859316163582183e-5,NA
2042,7308,3098,NA,2.979843973281874e-5,1.2883206035641468e-5,NA
2040,9728,12233,NA,3.9666012824419914e-5,5.087161376178247e-5,NA
2039,9250,7319,NA,3.771696326335158e-5,3.043647029530662e-5,NA
2037,27310,11428,NA,1.113567855915818e-4,4.7523976299325596e-5,NA
2017,116854,107523,74206,4.7647330001899304e-4,4.4714040108788817e-4,3.0456087690745686e-4
2011,5817,3858,NA,2.3718873005720664e-5,1.6043708484669073e-5,NA
1973,67154,78272,55567,2.738210757823905e-4,3.254984838030113e-4,2.280615347426981e-4
1968,1834,2779,NA,7.478152499998573e-6,1.1556626718220671e-5,NA
1921,4952,3673,NA,2.0191827251904545e-5,1.527437565168209e-5,NA
1830,6303,5045,NA,2.5700542643124867e-5,2.097991428334771e-5,NA
1809,62872,72099,33782,2.563611799236152e-4,2.9982771851637e-4,1.3865018386232525e-4
1799,67489,78030,49204,2.751870414789551e-4,3.2449211328634727e-4,2.019461146990069e-4
1786,15783,16684,NA,6.435533310113275e-5,6.938134586786387e-5,NA
1781,66789,72108,62519,2.7233278479956634e-4,2.9986514551905586e-4,2.5659436519118796e-4
1771,72423,90951,67337,2.953054735591039e-4,3.782248134756705e-4,2.763687002171984e-4
1767,80625,106212,44215,3.2874920682245633e-4,4.4168853436331556e-4,1.814699508457969e-4
1746,27338,24845,1924,1.1147095585875735e-4,1.0331932019222475e-4,7.896600371532584e-6
1740,81470,81423,36106,3.321947023854328e-4,3.386020932989139e-4,0.00014818848909280431
1732,12918,26472,NA,5.2673268263348725e-5,1.1008529056665621e-4,NA
1721,5997,8262,NA,2.4452824723277778e-5,3.435798846561324e-5,NA
1713,33112,27243,9121,1.350144959541727e-4,1.1329153713007764e-4,3.7434975046127186e-5
1710,20368,24707,19935,8.305071435112919e-5,1.02745439484375e-4,8.181846590774536e-5
1708,10042,8476,NA,4.094635082060287e-5,3.5247919418365745e-5,NA
1681,65951,43837,43906,2.689158318033838e-4,1.8229861297108297e-4,1.8020173384226075e-4
1380,1970992,1830376,1894230,0.008036738687174038,0.0076117208297912485,0.007774416487405493
1148,5827,4301,680,2.3759648101140504e-5,1.7885948727983848e-5,2.7908982602090218e-6
816,29219,30746,34455,1.1914075130722917e-4,1.278589582865825e-4,1.414123522875027e-4
782,37578,9514,NA,1.5322465356867304e-4,3.956450039480082e-5,NA
592,4239767,4630651,4390912,0.017287690398288685,0.019256820823805424,0.018021453914016054
573,25079,22436,32390,1.022598618034156e-4,9.330135913997804e-5,1.329370509531915e-4
479,31567,21378,NA,1.2871474371180749e-4,8.89016070464633e-5,NA
473,6190,3988,NA,2.523978406488068e-5,1.658432074568695e-5,NA
136,176687,427688,51340,7.20442928444519e-4,0.001778564436078576,2.1071281864578113e-4
99,789100,492203,551223,0.0032175627795795387,0.0020468536669983337,0.0022623636936576434
61,9595,12007,NA,3.912370405533604e-5,4.9931780138782154e-5,NA
54,414603,430230,439596,0.0016905476886351736,0.0017891354850594024,0.0018042172229335957
