BinBase name,L1_PAC_907,L2_PAC_907,L3_PAC_907,normL1_PAC_907,normL2_PAC_907,normL3_PAC_907
87877,21354,28735,30853,7.950130722018073e-5,1.0746680843583816e-4,1.1549136778107969e-4
85106,17498,10169,3957,6.514535327052179e-5,3.803131981848054e-5,1.4812152539776759e-5
84390,37497,34413,35394,1.39601972315965e-4,1.2870211514538014e-4,1.3248959489331783e-4
84223,82720,87005,71614,3.0796797477069166e-4,3.2539236707708713e-4,2.6807113772645257e-4
84216,1990,1702,2978,7.4088040352233605e-6,6.365356114765845e-6,1.1147483008201969e-5
84185,1641,1637,2247,6.109471066231927e-6,6.122260845988066e-6,8.411146514247759e-6
84181,4798,4382,3505,1.7863036060804867e-5,1.6388361042834274e-5,1.3120190713145701e-5
84086,392,543,431,1.4594227044259082e-6,2.0307804760974465e-6,1.6133529807035085e-6
68541,1416,1451,739,5.27179221802828e-6,5.4266343845624215e-6,2.7662827209742294e-6
68263,7207,5561,4813,2.6831784262238574e-5,2.0797735225741987e-5,1.8016398830918762e-5
68235,782,964,692,2.9113993746455618e-6,3.6052898323350612e-6,2.590348637231619e-6
68142,3832,3074,1675,1.4266601539183879e-5,1.1496536249582965e-5,6.26999128231642e-6
68094,1584,2522,1512,5.8972590913536695e-6,9.432096428577827e-6,5.659836906783538e-6
67178,18870,27704,35544,7.025333273601247e-5,1.0361094348030139e-4,1.3305108664994316e-4
67163,26774,40034,26341,9.968005991913078e-5,1.4972424600384008e-4,9.860169574178913e-5
67160,28405,42869,26919,1.0575230081433144e-4,1.6032693964976321e-4,1.0076531064398549e-4
66827,3430,3672,11278,1.2769948663726697e-5,1.3733012722338532e-5,4.221669354147139e-5
66763,45608,57256,7492,1.6979936403943067e-4,2.1413327244831565e-4,2.8044641604247532e-5
66608,1488,3667,1773,5.539849449453447e-6,1.3714313086278704e-5,6.636832563311649e-6
66546,1102,1486,1026,4.102764847646303e-6,5.5575318369812254e-6,3.8406036153174e-6
66437,247091,137027,213305,9.199240190288318e-4,5.12471006074042e-4,7.984599943131367e-4
66396,8708,7399,1903,3.2420032934032676e-5,2.7671721441335186e-5,7.1234587523869525e-6
66391,52373,47927,21018,1.9498557474208696e-4,1.792434914878864e-4,7.867622493834419e-5
66367,6261,6171,6083,2.3309810082680132e-5,2.3079090825041146e-5,2.2770362370346732e-5
66350,12967,21721,10740,4.827636277625192e-5,8.123495897110983e-5,4.020280977437513e-5
66291,40250,65292,56341,1.498514384008745e-4,2.4418732752367304e-4,2.1090004706685934e-4
66287,53702,104842,72047,1.9993346447214316e-4,3.921014487569217e-4,2.696919772639111e-4
66261,47173,70368,53604,1.7562588580582493e-4,2.631711980516116e-4,2.0065469414763543e-4
66256,332062,110596,1453322,0.001236272505298663,4.136209899345731e-4,0.0054401888181484555
65419,2192,1145,145,8.160853490055079e-6,4.282216657700877e-6,5.427753647378393e-7
65232,998,1806,1231,3.715571068921062e-6,6.7543085448102916e-6,4.6079756827053805e-6
65051,44280,113418,49578,1.6485519732647758e-4,4.2417506452674066e-4,1.85584255399811e-4
65017,10212,16388,11202,3.801945065713616e-5,6.128992714969605e-5,4.193220438478121e-5
64799,535,797,169,1.9918141501731145e-6,2.9807219879367675e-6,6.326140457978954e-7
64787,470,373,438,1.749818038469839e-6,1.394992850063255e-6,1.6395559293460249e-6
64753,7005,7981,545,2.6079734807406855e-5,2.98483590786993e-5,2.0400867157387753e-6
64652,178,129,222,6.626970443566624e-7,4.824506103435923e-7,8.310077998055194e-7
64643,964,1742,1642,3.5889884874147333e-6,6.514953203244478e-6,6.146463095858842e-6
64616,5350,2353,2054,1.9918141501731144e-5,8.800048729755601e-6,7.688693787389806e-6
64612,2184,2797,1669,8.13106935323006e-6,1.046057641186843e-5,6.247531612051405e-6
64604,3186,4197,1822,1.1861532490563632e-5,1.5696474508620595e-5,6.820253203809263e-6
64586,2176,2291,543,8.101285216405041e-6,8.568173242613719e-6,2.0326001589837705e-6
64585,796,1285,7443,2.963521614089344e-6,4.805806467376093e-6,2.7861220963749915e-5
64557,9916,9405,6197,3.6917437594610476e-5,3.517401542853864e-5,2.3197096105382e-5
62840,61856,52303,46618,2.302909459310433e-4,1.9560941296744888e-4,1.745041514024041e-4
62820,12326,14196,9727,4.588990881314731e-5,5.309200670106694e-5,3.6410868777965264e-5
62816,651089,884288,1191927,0.002424015482658062,0.003307172754414841,0.004461714566661231
62766,1719,2869,1791,6.399866400275858e-6,1.0729851171129969e-5,6.7042115741066905e-6
62409,28474,55202,37584,1.0600918899444722e-4,2.064514619549378e-4,1.4068737454004795e-4
62393,37094,53826,37138,1.3810159642340468e-4,2.0130532211127283e-4,1.390178723836819e-4
62375,11133,10149,4447,4.144834940911642e-5,3.795652127424122e-5,1.6646358944752904e-5
62348,6308,7966,3782,2.3484791886527113e-5,2.979226017051981e-5,1.415707882371385e-5
62311,10665,10302,10193,3.9705977404852834e-5,3.8528730137671997e-5,3.815523650188135e-5
62290,24682,25107,27841,9.189150813938844e-5,9.389835251082613e-5,1.0421661330804265e-4
62267,5026,3568,4178,1.8711883960317895e-5,1.3344060292294086e-5,1.5639417061204776e-5
62252,3803,3701,3495,1.4158634043193186e-5,1.3841470611485542e-5,1.3082757929370677e-5
53745,33843,28781,21383,1.2599806782113778e-4,1.0763884508758859e-4,8.004252154613254e-5
52871,3455,2329,3657,1.2863024091304879e-5,8.71029047666842e-6,1.3689169026526058e-5
50367,4081,4770,5159,1.519363279786258e-5,1.7839452801077015e-5,1.9311573149534572e-5
48608,98712,84021,70266,3.675064642839037e-4,3.142324242765811e-4,2.6302519847357943e-4
47358,2606,2245,2634,9.702182570749788e-6,8.396136590863292e-6,9.859795246341164e-6
47286,10550,11262,12169,3.9277830437993196e-5,4.211906026115919e-5,4.5551954575825975e-5
47259,9078,8468,5642,3.379754926218978e-5,3.166970363092666e-5,2.11195766058682e-5
46365,5293,4787,3686,1.9705929526852887e-5,1.7903031563680436e-5,1.3797724099473626e-5
46362,1442,1212,1730,5.368590662709591e-6,4.532791780902588e-6,6.475871593079048e-6
46349,26613,3202,3562,9.908065416552728e-5,1.1975246932714591e-5,1.3333557580663335e-5
46207,17285,20288,2825,6.435235062755567e-5,7.587564327636279e-5,1.057476141644411e-5
46179,20244,21531,26797,7.536875823570941e-5,8.052437280083632e-5,1.003086306819302e-4
46149,4380,4588,2092,1.6306814911697648e-5,1.7158786048499234e-5,7.830938365734895e-6
46131,747197,1114009,417410,0.002781827210405422,0.004166312573474844,0.0015624818275532517
42424,35300,25334,23084,1.3142250374039428e-4,9.474731598794237e-5,8.640983806626402e-5
42245,26370,22593,100682,9.817596100946734e-5,8.449617549994403e-5,3.768807536036906e-4
42007,48158,91982,18092,1.7929305765240533e-4,3.440059848110411e-4,6.772339240577233e-5
34087,1171,1326,1429,4.359653027762088e-6,4.959143483066692e-6,5.349144801450844e-6
33999,2018,3103,2621,7.513048514110925e-6,1.1604994138729975e-5,9.811132627433632e-6
33395,16153,13839,4107,6.0137895266815546e-5,5.175685268639514e-5,1.537364429640211e-5
31695,11133,10702,6999,4.144834940911642e-5,4.0024701022458326e-5,2.6199205364138876e-5
31664,3848,5537,2630,1.4326169812833916e-5,2.0707976972654808e-5,9.844822132831154e-6
31599,1608,2934,3710,5.986611501828726e-6,1.0972946439907749e-5,1.3887562780533681e-5
27127,23035,23429,14461,8.575969897053774e-5,8.762275464914746e-5,5.413154861706134e-5
26911,321,421,393,1.1950884901038687e-6,1.574509356237615e-6,1.4711084023584196e-6
26755,21193,26744,7702,7.890190146657723e-5,1.0002061335681419e-4,2.8830730063523023e-5
26751,4540,9682,2589,1.690249764819802e-5,3.620997526625318e-5,9.691347719353557e-6
26736,513,4568,6845,1.9099077739043134e-6,1.708398750425992e-5,2.5622740494003517e-5
26723,649,1360,912,2.4162380999296285e-6,5.086301008273531e-6,3.413869880282134e-6
23170,23865,21326,12649,8.884980316613342e-5,7.975768772238332e-5,4.73487281970271e-5
22969,44370,8156,16085,1.6519026886575904e-4,3.050284634079332e-5,6.0210632702125136e-5
22885,6368,14361,9216,2.3708172912714753e-5,5.37090946910413e-5,3.449805352706157e-5
21827,1512,3377,1594,5.6292018599285034e-6,1.2629734194808613e-5,5.96678573373873e-6
21709,1011307,1183547,762987,0.0037651132575123774,0.004426379631940524,0.0028560727394153777
21683,23331,26117,10995,8.686171203306343e-5,9.767567899491162e-5,4.1157345760638226e-5
20297,28133,31482,46712,1.0473964016228081e-4,1.177403884871083e-4,1.748560195698893e-4
18588,241190,286517,57540,8.979544951032776e-4,0.001071552724990814,2.1538823784148463e-4
18489,3725,3386,1604,1.3868238709149256e-5,1.2663393539716305e-5,6.004218517513754e-6
18488,2421,6162,1563,9.013424406671234e-6,2.3045431480133453e-5,5.850744104036157e-6
18361,5833989,1107499,4837856,0.021720040826456632,0.004141965647324946,0.01810944175826996
18345,7626,11735,4708,2.8391728428448917e-5,4.388804583241903e-5,1.7623354601281017e-5
18257,36651,15264,70832,1.364522998467193e-4,5.708624896344645e-5,2.6514389403524576e-4
18177,8295,11215,8560,3.0882426870441095e-5,4.19432836821968e-5,3.204246291142003e-5
18168,447,548,505,1.6641886450979107e-6,2.0494801121572757e-6,1.8903555806386816e-6
18037,3854,3083,3570,1.434850791545268e-5,1.1530195594490658e-5,1.3363503807683354e-5
18023,3975,3203,2650,1.4798992984931085e-5,1.1978986859926557e-5,9.9196877003812e-6
17863,859,974,1091,3.198071691586365e-6,3.6426891044547196e-6,4.083916709855053e-6
17830,113863,123179,75898,4.239138964133857e-4,4.606804940427391e-4,2.841073422956726e-4
17829,88087,22861,37559,3.27949407563176e-4,8.549847599275087e-5,1.4059379258061038e-4
17651,3455,3146,3657,1.2863024091304879e-5,1.1765811008844505e-5,1.3689169026526058e-5
17644,3445,5706,4058,1.2825793920273607e-5,2.1340024671477032e-5,1.5190223655904496e-5
17537,3618,16773,3185,1.3469875879114633e-5,6.272979912630289e-5,1.1922341632344952e-5
17456,2915,7567,14532,1.0852594855616129e-5,2.8300029212945444e-5,5.439732138186401e-5
17382,3531,3301,910,1.3145973391142556e-5,1.234549972669921e-5,3.4063833235271292e-6
17297,12952,6962,8854,4.822051751970501e-5,2.6037373249706118e-5,3.314298675440572e-5
17267,2316,2171,568,8.622507610842867e-6,8.11938197717782e-6,2.1261821184213292e-6
17250,369260,190273,28250,0.001374761295500793,7.116071704023747e-4,1.0574761416444111e-4
17233,12865,29140,11591,4.789661503173293e-5,1.0898147895668432e-4,4.338833967362962e-5
17222,3247,4142,2324,1.2088636533854397e-5,1.5490778511962472e-5,8.699378949315438e-6
17188,2922,2741,1697,1.087865597533802e-5,1.0251140487998344e-5,6.352343406621471e-6
17045,1120,1669,916,4.169779155502595e-6,6.241938516770973e-6,3.428842993792143e-6
16980,2737,5020,666,1.0189897811259467e-5,1.8774434604068472e-5,2.4930233994165585e-6
16808,16898,1704,11255,6.29115430086454e-5,6.372835969189777e-6,4.2130598138788836e-5
14764,239,444,374,8.898010876474287e-7,1.660527682112829e-6,1.399986113185875e-6
14702,15408,13363,11131,5.73642475249857e-5,4.99766473334994e-5,4.1666431619978545e-5
14701,1194,1086,647,4.445282421134016e-6,4.061560952194893e-6,2.421901110244014e-6
14688,18594,26686,27957,6.922578001554933e-5,9.980369757852017e-5,1.0465083359983292e-4
13139,4660,15196,68374,1.7349259700573298e-5,5.683193391303277e-5,2.55942915783345e-4
9489,23793,31400,22531,8.858174593470825e-5,1.1743371445572711e-4,8.433980512350523e-5
9392,20822,32851,1406,7.752066212131699e-5,1.2286034884028953e-4,5.26304939876829e-6
8811,122277,59980,32964,4.552393623190989e-4,2.2432083417371057e-4,1.2339342843598714e-4
8598,113863,123179,75898,4.239138964133857e-4,4.606804940427391e-4,2.841073422956726e-4
7543,10789,8675,9963,4.0167631525640623e-5,3.2443868563803583e-5,3.729428247505581e-5
5990,23709,26946,21084,8.826901249804556e-5,1.007760786536313e-4,7.892328131125934e-5
5900,3869,3118,3183,1.440435317199959e-5,1.1661093046909462e-5,1.1914855075589947e-5
5290,47568,42639,36232,1.7709647756156022e-4,1.5946675639101109e-4,1.3562646217366478e-4
5269,567,438,525,2.1109506974731886e-6,1.6380881188410342e-6,1.9652211481887286e-6
4755,12587,10966,5658,4.686161627706354e-5,4.10120418064173e-5,2.117946905990824e-5
4732,36596,30866,82456,1.362475339060473e-4,1.1543659332453735e-4,3.086557618953329e-4
4713,60141,17925,59840,2.2390597159917995e-4,6.703819527448753e-5,2.2399777810974003e-4
4709,4153,4480,3071,1.5461690029287747e-5,1.6754873909606924e-5,1.1495607897309685e-5
4603,65339,75913,72174,2.4325821450123575e-4,2.8390909444196217e-4,2.7016737361785386e-4
4548,4930,5978,3661,1.8354474318417673e-5,2.235728487313174e-5,1.3704142140036067e-5
4543,27854,21367,21175,1.0370091839050828e-4,7.991102473807392e-5,7.926391964361205e-5
4541,32872,25404,14459,1.2238301821400116e-4,9.500911089277998e-5,5.4124062060306335e-5
3772,95130,8194,70541,3.5417061702050165e-4,3.0644963574848025e-5,2.640546000273926e-4
3618,244,735,248,9.084161731630653e-7,2.748846500794886e-6,9.283330376205803e-7
3253,3095,3940,2282,1.1522737934179046e-5,1.4735313215145376e-5,8.54216125746034e-6
3232,4877073,5148253,4374690,0.018157426192200454,0.019254091488784725,0.01637568248527571
3204,4384,5088,4600,1.6321706980110158e-5,1.902874965448215e-5,1.7219080536510765e-5
3182,83345,81713,64124,3.1029486046014624e-4,3.0560067227136396e-4,2.4003398267896005e-4
3178,1918,1602,773,7.140746803798194e-6,5.991363393569262e-6,2.893554185809309e-6
3175,9407,6110,4496,3.502242188911867e-5,2.2850955265111228e-5,1.6829779585250522e-5
3143,7136,6748,8524,2.6567450047916534e-5,2.523702882634543e-5,3.190770488982995e-5
3090,8772,15827,14058,3.2658306028632826e-5,5.919182798378321e-5,5.26230074309279e-5
2813,38054,31776,32196,1.4167569284240692e-4,1.1883992708742626e-4,1.2051859064206534e-4
2810,3691,3847,1274,1.3741656127642926e-5,1.4387499984432553e-5,4.768936652937981e-6
2806,65476,90095,65276,2.437682678443642e-4,3.3694874216206157e-4,2.4434623936984274e-4
2672,1075,707,261,4.002243385861866e-6,2.644128538859843e-6,9.769956565281107e-7
2568,2145,2718,1449,7.985871686208094e-6,1.016512216212313e-5,5.424010369000891e-6
2403,833,3964,501,3.101273246905055e-6,1.4825071468232555e-5,1.8753824671286722e-6
2242,23479,23817,10345,8.741271856432627e-5,8.90738464073902e-5,3.8724214815261706e-5
2197,149299,220038,25618,5.558427304798053e-4,8.229261038665376e-4,9.589530547485494e-5
2193,8555,8085,6238,3.18504113172542e-5,3.0237311508743746e-5,2.3350570518859598e-5
2044,3827,31482,4388,1.4247986453668241e-5,1.177403884871083e-4,1.6425505520480266e-5
2042,3734,5788,1551,1.39017458630774e-5,2.164669870285823e-5,5.805824763506129e-6
2040,11856,11194,9771,4.414009077467747e-5,4.186474521074551e-5,3.657557302657536e-5
2039,16864,22196,12124,6.278496042713908e-5,8.30114243967936e-5,4.538350704883837e-5
2037,12115,2820,3482,4.510435220438744e-5,1.0546594737743644e-5,1.3034095310463148e-5
2017,50174,78930,54420,1.8679866013231e-4,2.9519245484046304e-4,2.0370920930367733e-4
2011,26891,23099,8925,1.0011565292019668e-4,8.638857866919874e-5,3.340875951920839e-5
1973,18635,21884,8683,6.937842371677755e-5,8.184456710666025e-5,3.250288615185282e-5
1968,4827,5963,2190,1.797100355679556e-5,2.230118596495225e-5,8.197779646730125e-6
1921,7695,5655,21041,2.8648616608564705e-5,2.1149288383666777e-5,7.876232034102674e-5
1830,1365,1716,2029,5.081918345768788e-6,6.417715095733367e-6,7.595111827952248e-6
1809,27898,44024,32831,1.0386473114304588e-4,1.6464655557958376e-4,1.2289557241177933e-4
1799,35282,60216,43677,1.31355489432538e-4,2.2520345699573449e-4,1.634951696941697e-4
1786,5267,8063,4335,1.9609131082171577e-5,3.01550331100805e-5,1.6227111766472642e-5
1781,102101,90510,63511,3.801237692464022e-4,3.385008119550274e-4,2.3773935303355112e-4
1771,23785,19225,16390,8.855196179788323e-5,7.190010065004311e-5,6.135233260726335e-5
1767,114178,123708,173317,4.2508664680087076e-4,4.6265891553786906e-4,6.48773778553573e-4
1746,15519,18492,14190,5.777750242343283e-5,6.915873400367215e-5,5.311712017675821e-5
1740,48828,94935,55266,1.8178747911150062e-4,3.550499898679762e-4,2.0687602281104433e-4
1732,18663,5690,12818,6.948266819566511e-5,2.128018583608558e-5,4.7981342242824995e-5
1721,6759,7333,2674,2.5163872600037535e-5,2.7424886245345442e-5,1.0009526381441256e-5
1713,20536,18522,17215,7.645587922982257e-5,6.927093182003112e-5,6.444053726870278e-5
1710,10907,10739,13463,4.060694754380965e-5,4.016307832930106e-5,5.0395756796314006e-5
1708,4802,7263,5448,1.7877928129217377e-5,2.7163091340507834e-5,2.039338060063275e-5
1681,104788,125010,77431,3.9012751620250526e-4,4.6752830076784855e-4,2.898457880483837e-4
1380,2053694,2621166,1725198,0.007645937886589952,0.00980297005047963,0.006457896370310282
1148,8585,6939,8483,3.196210183034802e-5,2.5951354923830905e-5,3.175423047635235e-5
816,45921,36470,32463,1.7096466839270952e-4,1.3639514542039386e-4,1.2151804596885846e-4
782,149909,85220,106867,5.58113770912713e-4,3.1871659700372817e-4,4.0003293036854255e-4
592,5394607,5502759,5402741,0.020084214125650344,0.020579918124989886,0.02022396356454537
573,35464,13866,22753,1.3203307854530715e-4,5.185783072111822e-5,8.517081292331074e-5
479,23175,30793,18967,8.628092136497557e-5,1.1516357863806384e-4,7.099876098608688e-5
473,5005,8083,3605,1.863370060115222e-5,3.0229831654319814e-5,1.3494518550895936e-5
136,17301,20293,2825,6.441191890120571e-5,7.589434291242261e-5,1.057476141644411e-5
99,747197,1114009,417410,0.002781827210405422,0.004166312573474844,0.0015624818275532517
61,10550,10894,12169,3.9277830437993196e-5,4.074276704715576e-5,4.5551954575825975e-5
54,686004,766024,645953,0.002554004624813752,0.002864874002618914,0.002417981897782769
